rome,rome_label,naf,naf_label,score
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,9499Z,Autres organisations fonctionnant par adhésion volontaire,2
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,8411Z,Administration publique générale,2
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,5610A,Restauration traditionnelle,2
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,9001Z,Arts du spectacle vivant,1
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,8559A,Formation continue d'adultes,1
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,5610C,Restauration de type rapide,1
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,7830Z,Autre mise à disposition de ressources humaines,1
B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,5510Z,Hôtels et hébergement similaire,1
B1301,Décoration d'espaces de vente et d'exposition,4771Z,Commerce de détail d'habillement en magasin spécialisé,5
B1301,Décoration d'espaces de vente et d'exposition,5610A,Restauration traditionnelle,3
B1301,Décoration d'espaces de vente et d'exposition,4642Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,1
B1301,Décoration d'espaces de vente et d'exposition,4759A,Commerce de détail de meubles,1
B1301,Décoration d'espaces de vente et d'exposition,7311Z,Activités des agences de publicité,1
B1301,Décoration d'espaces de vente et d'exposition,7010Z,Activités des sièges sociaux,1
B1301,Décoration d'espaces de vente et d'exposition,8411Z,Administration publique générale,1
B1302,Décoration d'objets d'art et artisanaux,2341Z,Fabrication d'articles céramiques à usage domestique ou ornemental,5
B1302,Décoration d'objets d'art et artisanaux,9003A,Création artistique relevant des arts plastiques,4
B1302,Décoration d'objets d'art et artisanaux,7830Z,Autre mise à disposition de ressources humaines,4
B1302,Décoration d'objets d'art et artisanaux,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
B1302,Décoration d'objets d'art et artisanaux,8899B,Action sociale sans hébergement n.c.a.,1
B1302,Décoration d'objets d'art et artisanaux,8411Z,Administration publique générale,1
B1302,Décoration d'objets d'art et artisanaux,5610A,Restauration traditionnelle,1
B1303,Gravure - ciselure,3211Z,Frappe de monnaie,5
B1303,Gravure - ciselure,5510Z,Hôtels et hébergement similaire,2
B1303,Gravure - ciselure,3212Z,Fabrication d'articles de joaillerie et bijouterie,1
B1303,Gravure - ciselure,2370Z,"Taille, façonnage et finissage de pierres",1
B1303,Gravure - ciselure,2815Z,Fabrication d'engrenages et d'organes mécaniques de transmission,1
B1303,Gravure - ciselure,9603Z,Services funéraires,1
B1303,Gravure - ciselure,5629A,Restauration collective sous contrat,1
B1303,Gravure - ciselure,4711D,Supermarchés,1
B1303,Gravure - ciselure,8411Z,Administration publique générale,1
B1303,Gravure - ciselure,8121Z,Nettoyage courant des bâtiments,1
B1303,Gravure - ciselure,5610A,Restauration traditionnelle,1
B1303,Gravure - ciselure,8899B,Action sociale sans hébergement n.c.a.,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",7830Z,Autre mise à disposition de ressources humaines,5
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",9329Z,Autres activités récréatives et de loisirs,3
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",9524Z,Réparation de meubles et d'équipements du foyer,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",4939B,Autres transports routiers de voyageurs,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",9499Z,Autres organisations fonctionnant par adhésion volontaire,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",8810A,Aide à domicile,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",4941B,Transports routiers de fret de proximité,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",8531Z,Enseignement secondaire général,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",8899B,Action sociale sans hébergement n.c.a.,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",5210B,Entreposage et stockage non frigorifique,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",7022Z,Conseil pour les affaires et autres conseils de gestion,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",1071C,Boulangerie et boulangerie-pâtisserie,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",4334Z,Travaux de peinture et vitrerie,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",7311Z,Activités des agences de publicité,1
B1401,"Réalisation d'objets en lianes, fibres et brins végétaux",5229A,"Messagerie, fret express",1
B1402,Reliure et restauration de livres et archives,1814Z,Reliure et activités connexes,5
B1402,Reliure et restauration de livres et archives,8411Z,Administration publique générale,3
B1402,Reliure et restauration de livres et archives,5610A,Restauration traditionnelle,2
B1402,Reliure et restauration de livres et archives,9003A,Création artistique relevant des arts plastiques,1
B1402,Reliure et restauration de livres et archives,9102Z,Gestion des musées,1
B1402,Reliure et restauration de livres et archives,1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",1
B1402,Reliure et restauration de livres et archives,1812Z,Autre imprimerie (labeur),1
B1402,Reliure et restauration de livres et archives,8720A,Hébergement social pour handicapés mentaux et malades mentaux,1
B1402,Reliure et restauration de livres et archives,8891A,Accueil de jeunes enfants,1
B1402,Reliure et restauration de livres et archives,5520Z,Hébergement touristique et autre hébergement de courte durée,1
B1402,Reliure et restauration de livres et archives,8121Z,Nettoyage courant des bâtiments,1
B1501,Fabrication et réparation d'instruments de musique,3220Z,Fabrication d'instruments de musique,5
B1501,Fabrication et réparation d'instruments de musique,9529Z,Réparation d'autres biens personnels et domestiques,1
B1501,Fabrication et réparation d'instruments de musique,4759B,Commerce de détail d'autres équipements du foyer,1
B1501,Fabrication et réparation d'instruments de musique,4649Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,1
B1501,Fabrication et réparation d'instruments de musique,4332A,Travaux de menuiserie bois et PVC,1
B1501,Fabrication et réparation d'instruments de musique,9001Z,Arts du spectacle vivant,1
B1501,Fabrication et réparation d'instruments de musique,5630Z,Débits de boissons,1
B1501,Fabrication et réparation d'instruments de musique,8531Z,Enseignement secondaire général,1
B1501,Fabrication et réparation d'instruments de musique,8899B,Action sociale sans hébergement n.c.a.,1
B1501,Fabrication et réparation d'instruments de musique,8710A,Hébergement médicalisé pour personnes âgées,1
B1501,Fabrication et réparation d'instruments de musique,8411Z,Administration publique générale,1
B1501,Fabrication et réparation d'instruments de musique,5510Z,Hôtels et hébergement similaire,1
B1501,Fabrication et réparation d'instruments de musique,5610A,Restauration traditionnelle,1
B1601,Métallerie d'art,4332B,Travaux de menuiserie métallique et serrurerie,5
B1601,Métallerie d'art,2511Z,Fabrication de structures métalliques et de parties de structures,3
B1601,Métallerie d'art,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",1
B1601,Métallerie d'art,5610C,Restauration de type rapide,1
B1601,Métallerie d'art,5610A,Restauration traditionnelle,1
B1601,Métallerie d'art,8411Z,Administration publique générale,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,2319Z,"Fabrication et façonnage d'autres articles en verre, y compris verre technique",5
B1602,Réalisation d'objets artistiques et fonctionnels en verre,2313Z,Fabrication de verre creux,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,2312Z,Façonnage et transformation du verre plat,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,2740Z,Fabrication d'appareils d'éclairage électrique,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,3030Z,Construction aéronautique et spatiale,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,5610A,Restauration traditionnelle,1
B1602,Réalisation d'objets artistiques et fonctionnels en verre,8411Z,Administration publique générale,1
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",3212Z,Fabrication d'articles de joaillerie et bijouterie,5
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",9525Z,Réparation d'articles d'horlogerie et de bijouterie,3
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",3213Z,Fabrication d'articles de bijouterie fantaisie et articles similaires,3
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",4777Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,2
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",3211Z,Frappe de monnaie,1
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",4648Z,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,1
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",5610C,Restauration de type rapide,1
B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",5610A,Restauration traditionnelle,1
B1604,Réparation - montage en systèmes horlogers,9525Z,Réparation d'articles d'horlogerie et de bijouterie,5
B1604,Réparation - montage en systèmes horlogers,2652Z,Horlogerie,3
B1604,Réparation - montage en systèmes horlogers,3213Z,Fabrication d'articles de bijouterie fantaisie et articles similaires,2
B1604,Réparation - montage en systèmes horlogers,4777Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,1
B1604,Réparation - montage en systèmes horlogers,2712Z,Fabrication de matériel de distribution et de commande électrique,1
B1604,Réparation - montage en systèmes horlogers,2932Z,Fabrication d'autres équipements automobiles,1
B1604,Réparation - montage en systèmes horlogers,2562B,Mécanique industrielle,1
B1604,Réparation - montage en systèmes horlogers,8810A,Aide à domicile,1
B1604,Réparation - montage en systèmes horlogers,7830Z,Autre mise à disposition de ressources humaines,1
B1604,Réparation - montage en systèmes horlogers,5610A,Restauration traditionnelle,1
B1604,Réparation - montage en systèmes horlogers,8411Z,Administration publique générale,1
B1701,Conservation et reconstitution d'espèces animales,2229B,Fabrication de produits de consommation courante en matières plastiques,3
B1701,Conservation et reconstitution d'espèces animales,1071D,Pâtisserie,3
B1701,Conservation et reconstitution d'espèces animales,2562B,Mécanique industrielle,3
B1701,Conservation et reconstitution d'espèces animales,4329A,Travaux d'isolation,3
B1701,Conservation et reconstitution d'espèces animales,8810A,Aide à domicile,3
B1701,Conservation et reconstitution d'espèces animales,5610A,Restauration traditionnelle,3
B1801,Réalisation d'articles de chapellerie,1419Z,Fabrication d'autres vêtements et accessoires,5
B1801,Réalisation d'articles de chapellerie,9001Z,Arts du spectacle vivant,5
B1801,Réalisation d'articles de chapellerie,3299Z,Autres activités manufacturières n.c.a.,1
B1801,Réalisation d'articles de chapellerie,4751Z,Commerce de détail de textiles en magasin spécialisé,1
B1801,Réalisation d'articles de chapellerie,1413Z,Fabrication de vêtements de dessus,1
B1801,Réalisation d'articles de chapellerie,4772A,Commerce de détail de la chaussure,1
B1801,Réalisation d'articles de chapellerie,9321Z,Activités des parcs d'attractions et parcs à thèmes,1
B1801,Réalisation d'articles de chapellerie,9002Z,Activités de soutien au spectacle vivant,1
B1801,Réalisation d'articles de chapellerie,7219Z,Recherche-développement en autres sciences physiques et naturelles,1
B1801,Réalisation d'articles de chapellerie,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
B1801,Réalisation d'articles de chapellerie,8531Z,Enseignement secondaire général,1
B1801,Réalisation d'articles de chapellerie,7010Z,Activités des sièges sociaux,1
B1801,Réalisation d'articles de chapellerie,8610Z,Activités hospitalières,1
B1801,Réalisation d'articles de chapellerie,5610C,Restauration de type rapide,1
B1801,Réalisation d'articles de chapellerie,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement),1512Z,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",5
B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement),2441Z,Production de métaux précieux,4
B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement),9523Z,Réparation de chaussures et d'articles en cuir,2
